"Gubernatorial General Election Returns by County, National Summary (2009)"
"Generated from CQ Press U.S. Political Stats Database, October 11, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (2009)","Dem. Votes","Dem. %","Rep. Candidate (2009)","Rep. Votes","Rep. %","Highest Other (2009)","Other Votes","Other %"
NJ,ATLANTIC,R,"Corzine, Jon",33360,45.3,"Christie, Chris",35724,48.5,"Daggett, Christopher",3611,4.9
NJ,BERGEN,D,"Corzine, Jon",127386,48.5,"Christie, Chris",121446,46.3,"Daggett, Christopher",12452,4.7
NJ,BURLINGTON,R,"Corzine, Jon",63114,45.8,"Christie, Chris",66723,48.4,"Daggett, Christopher",6333,4.6
NJ,CAMDEN,D,"Corzine, Jon",73171,54.9,"Christie, Chris",52337,39.3,"Daggett, Christopher",6166,4.6
NJ,"CAPE MAY",R,"Corzine, Jon",13379,38.3,"Christie, Chris",18992,54.3,"Daggett, Christopher",2126,6.1
NJ,CUMBERLAND,D,"Corzine, Jon",17092,50.7,"Christie, Chris",14079,41.8,"Daggett, Christopher",1962,5.8
NJ,ESSEX,D,"Corzine, Jon",122640,67.2,"Christie, Chris",50240,27.5,"Daggett, Christopher",8240,4.5
NJ,GLOUCESTER,R,"Corzine, Jon",37066,44,"Christie, Chris",39815,47.3,"Daggett, Christopher",6777,8
NJ,HUDSON,D,"Corzine, Jon",82075,69.4,"Christie, Chris",30820,26.1,"Daggett, Christopher",4017,3.4
NJ,HUNTERDON,R,"Corzine, Jon",12893,25.4,"Christie, Chris",33360,65.7,"Daggett, Christopher",4098,8.1
NJ,MERCER,D,"Corzine, Jon",55199,54.5,"Christie, Chris",39769,39.3,"Daggett, Christopher",5424,5.4
NJ,MIDDLESEX,R,"Corzine, Jon",89732,45,"Christie, Chris",94506,47.4,"Daggett, Christopher",13034,6.5
NJ,MONMOUTH,R,"Corzine, Jon",64672,31.2,"Christie, Chris",129039,62.2,"Daggett, Christopher",11952,5.8
NJ,MORRIS,R,"Corzine, Jon",51586,31.3,"Christie, Chris",99085,60,"Daggett, Christopher",13321,8.1
NJ,OCEAN,R,"Corzine, Jon",53761,28.4,"Christie, Chris",124238,65.7,"Daggett, Christopher",9068,4.8
NJ,PASSAIC,D,"Corzine, Jon",57010,51.5,"Christie, Chris",48500,43.8,"Daggett, Christopher",4288,3.9
NJ,SALEM,R,"Corzine, Jon",8323,40.9,"Christie, Chris",9599,47.2,"Daggett, Christopher",2011,9.9
NJ,SOMERSET,R,"Corzine, Jon",35089,34.3,"Christie, Chris",57481,56.2,"Daggett, Christopher",8911,8.7
