"Gubernatorial General Election Returns by County, National Summary (2002)"
"Generated from CQ Press U.S. Political Stats Database, October 11, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (2002)","Dem. Votes","Dem. %","Rep. Candidate (2002)","Rep. Votes","Rep. %","Highest Other (2002)","Other Votes","Other %"
AK,"Election District 1",R,"Ulmer, Fran",1460,27.4,"Murkowski, Frank",3711,69.6,"Other/Unknown, ",158,3
AK,"Election District 10",R,"Ulmer, Fran",1399,34.4,"Murkowski, Frank",2508,61.7,"Other/Unknown, ",155,3.8
AK,"Election District 11",R,"Ulmer, Fran",1354,21,"Murkowski, Frank",4871,75.6,"Other/Unknown, ",222,3.4
AK,"Election District 12",R,"Ulmer, Fran",1407,25.6,"Murkowski, Frank",3841,70,"Other/Unknown, ",243,4.4
AK,"Election District 13",R,"Ulmer, Fran",2005,29.5,"Murkowski, Frank",4545,66.9,"Other/Unknown, ",244,3.6
AK,"Election District 14",R,"Ulmer, Fran",1552,25.3,"Murkowski, Frank",4385,71.6,"Other/Unknown, ",191,3.1
AK,"Election District 15",R,"Ulmer, Fran",1692,27.6,"Murkowski, Frank",4115,67.2,"Other/Unknown, ",321,5.2
AK,"Election District 16",R,"Ulmer, Fran",1988,28.6,"Murkowski, Frank",4671,67.3,"Other/Unknown, ",282,4.1
AK,"Election District 17",R,"Ulmer, Fran",2063,30.9,"Murkowski, Frank",4412,66.1,"Other/Unknown, ",203,3
AK,"Election District 18",R,"Ulmer, Fran",835,27.5,"Murkowski, Frank",2094,69.1,"Other/Unknown, ",102,3.4
AK,"Election District 19",R,"Ulmer, Fran",1991,39.3,"Murkowski, Frank",2872,56.7,"Other/Unknown, ",200,4
AK,"Election District 2",R,"Ulmer, Fran",2773,45.2,"Murkowski, Frank",3186,51.9,"Other/Unknown, ",177,2.9
AK,"Election District 20",R,"Ulmer, Fran",1415,43.6,"Murkowski, Frank",1700,52.4,"Other/Unknown, ",130,4
AK,"Election District 21",R,"Ulmer, Fran",2631,41.1,"Murkowski, Frank",3625,56.6,"Other/Unknown, ",153,2.4
AK,"Election District 22",D,"Ulmer, Fran",2332,49.3,"Murkowski, Frank",2219,46.9,"Other/Unknown, ",180,3.8
AK,"Election District 23",D,"Ulmer, Fran",2895,55.8,"Murkowski, Frank",2110,40.7,"Other/Unknown, ",179,3.5
AK,"Election District 24",R,"Ulmer, Fran",2168,42.1,"Murkowski, Frank",2799,54.3,"Other/Unknown, ",183,3.6
AK,"Election District 25",R,"Ulmer, Fran",2350,47.6,"Murkowski, Frank",2352,47.6,"Other/Unknown, ",237,4.8
AK,"Election District 26",D,"Ulmer, Fran",3481,50.5,"Murkowski, Frank",3192,46.3,"Other/Unknown, ",222,3.2
AK,"Election District 27",R,"Ulmer, Fran",2249,37.9,"Murkowski, Frank",3520,59.3,"Other/Unknown, ",171,2.9
AK,"Election District 28",R,"Ulmer, Fran",2478,36.8,"Murkowski, Frank",4093,60.8,"Other/Unknown, ",164,2.4
AK,"Election District 29",R,"Ulmer, Fran",1801,37.8,"Murkowski, Frank",2790,58.6,"Other/Unknown, ",168,3.5
AK,"Election District 3",D,"Ulmer, Fran",5111,63.5,"Murkowski, Frank",2778,34.5,"Other/Unknown, ",162,2
AK,"Election District 30",R,"Ulmer, Fran",2450,38.7,"Murkowski, Frank",3740,59,"Other/Unknown, ",144,2.3
AK,"Election District 31",R,"Ulmer, Fran",2909,38.3,"Murkowski, Frank",4535,59.7,"Other/Unknown, ",150,2
AK,"Election District 32",R,"Ulmer, Fran",3708,44.8,"Murkowski, Frank",4360,52.6,"Other/Unknown, ",215,2.6
AK,"Election District 33",R,"Ulmer, Fran",1773,29,"Murkowski, Frank",4102,67,"Other/Unknown, ",244,4
AK,"Election District 34",R,"Ulmer, Fran",1543,23.9,"Murkowski, Frank",4648,71.9,"Other/Unknown, ",278,4.3
AK,"Election District 35",R,"Ulmer, Fran",2925,45.2,"Murkowski, Frank",3301,51,"Other/Unknown, ",244,3.8
AK,"Election District 36",R,"Ulmer, Fran",1763,39.3,"Murkowski, Frank",2588,57.8,"Other/Unknown, ",130,2.9
AK,"Election District 37",R,"Ulmer, Fran",1734,47.1,"Murkowski, Frank",1789,48.6,"Other/Unknown, ",155,4.2
AK,"Election District 38",D,"Ulmer, Fran",2732,73.8,"Murkowski, Frank",799,21.6,"Other/Unknown, ",172,4.6
AK,"Election District 39",D,"Ulmer, Fran",2719,65.4,"Murkowski, Frank",1248,30,"Other/Unknown, ",188,4.5
AK,"Election District 4",D,"Ulmer, Fran",3917,50.4,"Murkowski, Frank",3721,47.9,"Other/Unknown, ",135,1.7
AK,"Election District 40",D,"Ulmer, Fran",2238,59.7,"Murkowski, Frank",1336,35.6,"Other/Unknown, ",174,4.6
AK,"Election District 5",D,"Ulmer, Fran",2887,48.2,"Murkowski, Frank",2880,48,"Other/Unknown, ",227,3.8
AK,"Election District 6",R,"Ulmer, Fran",2369,46.1,"Murkowski, Frank",2505,48.7,"Other/Unknown, ",267,5.2
AK,"Election District 7",R,"Ulmer, Fran",3257,40.3,"Murkowski, Frank",4519,55.9,"Other/Unknown, ",301,3.7
AK,"Election District 8",D,"Ulmer, Fran",3705,48.6,"Murkowski, Frank",3621,47.5,"Other/Unknown, ",293,3.8
AK,"Election District 9",R,"Ulmer, Fran",2157,38.7,"Murkowski, Frank",3198,57.3,"Other/Unknown, ",225,4
AL,AUTAUGA,R,"Siegelman, Don",5137,34.7,"Riley, Robert",9345,63.1,"Other/Unknown, ",318,2.1
AL,BALDWIN,R,"Siegelman, Don",12736,28.4,"Riley, Robert",31052,69.2,"Other/Unknown, ",1056,2.4
AL,BARBOUR,D,"Siegelman, Don",4858,59.6,"Riley, Robert",3183,39,"Other/Unknown, ",112,1.4
AL,BIBB,D,"Siegelman, Don",3178,50.1,"Riley, Robert",3091,48.7,"Other/Unknown, ",76,1.2
AL,BLOUNT,R,"Siegelman, Don",6393,40.8,"Riley, Robert",8866,56.6,"Other/Unknown, ",418,2.7
AL,BULLOCK,D,"Siegelman, Don",2825,72,"Riley, Robert",1051,26.8,"Other/Unknown, ",49,1.2
AL,BUTLER,R,"Siegelman, Don",3354,49,"Riley, Robert",3376,49.4,"Other/Unknown, ",108,1.6
AL,CALHOUN,D,"Siegelman, Don",17718,53,"Riley, Robert",15190,45.5,"Other/Unknown, ",510,1.5
AL,CHAMBERS,R,"Siegelman, Don",4767,49,"Riley, Robert",4837,49.7,"Other/Unknown, ",120,1.2
AL,CHEROKEE,D,"Siegelman, Don",3500,57.4,"Riley, Robert",2489,40.8,"Other/Unknown, ",107,1.8
AL,CHILTON,R,"Siegelman, Don",5679,41.5,"Riley, Robert",7787,56.8,"Other/Unknown, ",232,1.7
AL,CHOCTAW,D,"Siegelman, Don",2780,54.5,"Riley, Robert",2287,44.8,"Other/Unknown, ",37,0.7
AL,CLARKE,R,"Siegelman, Don",4245,47.7,"Riley, Robert",4563,51.3,"Other/Unknown, ",87,1
AL,CLAY,R,"Siegelman, Don",2094,39.1,"Riley, Robert",3176,59.4,"Other/Unknown, ",80,1.5
AL,CLEBURNE,R,"Siegelman, Don",2172,43.8,"Riley, Robert",2680,54.1,"Other/Unknown, ",105,2.1
AL,COFFEE,R,"Siegelman, Don",5839,45.2,"Riley, Robert",6846,53,"Other/Unknown, ",235,1.8
AL,COLBERT,D,"Siegelman, Don",9783,57.1,"Riley, Robert",7069,41.3,"Other/Unknown, ",284,1.7
AL,CONECUH,D,"Siegelman, Don",2638,52.9,"Riley, Robert",2276,45.6,"Other/Unknown, ",72,1.4
AL,COOSA,D,"Siegelman, Don",2521,57.2,"Riley, Robert",1812,41.1,"Other/Unknown, ",73,1.7
AL,COVINGTON,R,"Siegelman, Don",4931,43,"Riley, Robert",6362,55.5,"Other/Unknown, ",166,1.4
AL,CRENSHAW,R,"Siegelman, Don",1931,43.8,"Riley, Robert",2386,54.1,"Other/Unknown, ",92,2.1
AL,CULLMAN,R,"Siegelman, Don",10974,42.4,"Riley, Robert",14049,54.3,"Other/Unknown, ",836,3.2
AL,DALE,R,"Siegelman, Don",5106,42.5,"Riley, Robert",6717,55.9,"Other/Unknown, ",183,1.5
AL,DALLAS,D,"Siegelman, Don",10285,64,"Riley, Robert",5663,35.2,"Other/Unknown, ",134,0.8
AL,DEKALB,R,"Siegelman, Don",8547,46.5,"Riley, Robert",9502,51.7,"Other/Unknown, ",341,1.9
AL,ELMORE,R,"Siegelman, Don",6830,32.2,"Riley, Robert",13834,65.2,"Other/Unknown, ",556,2.6
AL,ESCAMBIA,R,"Siegelman, Don",3972,44.8,"Riley, Robert",4776,53.9,"Other/Unknown, ",121,1.4
AL,ETOWAH,D,"Siegelman, Don",17942,56.1,"Riley, Robert",13371,41.8,"Other/Unknown, ",641,2
AL,FAYETTE,D,"Siegelman, Don",3858,52.3,"Riley, Robert",3368,45.6,"Other/Unknown, ",154,2.1
AL,FRANKLIN,D,"Siegelman, Don",4688,54.9,"Riley, Robert",3708,43.4,"Other/Unknown, ",149,1.7
AL,GENEVA,R,"Siegelman, Don",2958,37.6,"Riley, Robert",4751,60.5,"Other/Unknown, ",148,1.9
AL,GREENE,D,"Siegelman, Don",3576,83.8,"Riley, Robert",666,15.6,"Other/Unknown, ",24,0.6
AL,HALE,D,"Siegelman, Don",4407,69,"Riley, Robert",1945,30.4,"Other/Unknown, ",39,0.6
AL,HENRY,R,"Siegelman, Don",2684,48.8,"Riley, Robert",2750,50,"Other/Unknown, ",65,1.2
AL,HOUSTON,R,"Siegelman, Don",9018,35.4,"Riley, Robert",16183,63.5,"Other/Unknown, ",291,1.1
AL,JACKSON,D,"Siegelman, Don",7007,56.2,"Riley, Robert",5216,41.8,"Other/Unknown, ",252,2
AL,JEFFERSON,D,"Siegelman, Don",119918,55.7,"Riley, Robert",92079,42.7,"Other/Unknown, ",3452,1.6
AL,LAMAR,D,"Siegelman, Don",2908,50.1,"Riley, Robert",2826,48.7,"Other/Unknown, ",71,1.2
AL,LAUDERDALE,D,"Siegelman, Don",13054,49.7,"Riley, Robert",12586,47.9,"Other/Unknown, ",619,2.4
AL,LAWRENCE,D,"Siegelman, Don",6192,58.9,"Riley, Robert",4100,39,"Other/Unknown, ",215,2
AL,LEE,R,"Siegelman, Don",11772,40.4,"Riley, Robert",16515,56.7,"Other/Unknown, ",826,2.8
AL,LIMESTONE,R,"Siegelman, Don",9499,45.9,"Riley, Robert",10744,51.9,"Other/Unknown, ",465,2.2
AL,LOWNDES,D,"Siegelman, Don",4084,74.5,"Riley, Robert",1347,24.6,"Other/Unknown, ",49,0.9
AL,MACON,D,"Siegelman, Don",5987,85.7,"Riley, Robert",919,13.2,"Other/Unknown, ",80,1.1
AL,MADISON,R,"Siegelman, Don",43431,48.4,"Riley, Robert",43463,48.4,"Other/Unknown, ",2846,3.2
AL,MARENGO,D,"Siegelman, Don",4909,62.1,"Riley, Robert",2938,37.2,"Other/Unknown, ",59,0.7
AL,MARION,D,"Siegelman, Don",5303,51.7,"Riley, Robert",4770,46.5,"Other/Unknown, ",189,1.8
AL,MARSHALL,R,"Siegelman, Don",10426,44.3,"Riley, Robert",12508,53.1,"Other/Unknown, ",609,2.6
AL,MOBILE,R,"Siegelman, Don",50782,46.4,"Riley, Robert",56577,51.7,"Other/Unknown, ",2078,1.9
AL,MONROE,R,"Siegelman, Don",3755,45.7,"Riley, Robert",4372,53.2,"Other/Unknown, ",88,1.1
AL,MONTGOMERY,D,"Siegelman, Don",37109,52.6,"Riley, Robert",32254,45.7,"Other/Unknown, ",1141,1.6
AL,MORGAN,R,"Siegelman, Don",15983,44.1,"Riley, Robert",19461,53.7,"Other/Unknown, ",824,2.3
AL,PERRY,D,"Siegelman, Don",3613,72.8,"Riley, Robert",1335,26.9,"Other/Unknown, ",15,0.3
AL,PICKENS,D,"Siegelman, Don",3923,58.5,"Riley, Robert",2719,40.5,"Other/Unknown, ",67,1
AL,PIKE,R,"Siegelman, Don",3846,46.1,"Riley, Robert",4357,52.3,"Other/Unknown, ",133,1.6
AL,RANDOLPH,R,"Siegelman, Don",3302,43.4,"Riley, Robert",4210,55.3,"Other/Unknown, ",100,1.3
AL,RUSSELL,D,"Siegelman, Don",6696,62.3,"Riley, Robert",3944,36.7,"Other/Unknown, ",114,1.1
AL,SHELBY,R,"Siegelman, Don",14964,30.2,"Riley, Robert",33536,67.7,"Other/Unknown, ",1068,2.2
AL,"ST. CLAIR",R,"Siegelman, Don",8026,40.5,"Riley, Robert",11443,57.7,"Other/Unknown, ",366,1.8
AL,SUMTER,D,"Siegelman, Don",3868,76.1,"Riley, Robert",1176,23.1,"Other/Unknown, ",40,0.8
AL,TALLADEGA,D,"Siegelman, Don",12534,56.3,"Riley, Robert",9457,42.5,"Other/Unknown, ",259,1.2
AL,TALLAPOOSA,R,"Siegelman, Don",6558,44.5,"Riley, Robert",7929,53.8,"Other/Unknown, ",248,1.7
AL,TUSCALOOSA,D,"Siegelman, Don",23970,52.3,"Riley, Robert",21108,46,"Other/Unknown, ",764,1.7
AL,WALKER,D,"Siegelman, Don",11857,56.9,"Riley, Robert",8595,41.2,"Other/Unknown, ",395,1.9
AL,WASHINGTON,D,"Siegelman, Don",3323,53.4,"Riley, Robert",2814,45.2,"Other/Unknown, ",91,1.5
AL,WILCOX,D,"Siegelman, Don",3284,71.2,"Riley, Robert",1302,28.2,"Other/Unknown, ",28,0.6
AL,WINSTON,R,"Siegelman, Don",3298,40.9,"Riley, Robert",4618,57.2,"Other/Unknown, ",153,1.9
AR,ARKANSAS,R,"Fisher, Jimmie",2834,47.1,"Huckabee, Mike",3186,52.9,"Other/Unknown, ",,
AR,ASHLEY,D,"Fisher, Jimmie",3599,53.1,"Huckabee, Mike",3176,46.9,"Other/Unknown, ",,
AR,BAXTER,R,"Fisher, Jimmie",6105,42.1,"Huckabee, Mike",8383,57.9,"Other/Unknown, ",,
AR,BENTON,R,"Fisher, Jimmie",14693,32.1,"Huckabee, Mike",31077,67.9,"Other/Unknown, ",,
AR,BOONE,R,"Fisher, Jimmie",4151,37.5,"Huckabee, Mike",6909,62.5,"Other/Unknown, ",,
AR,BRADLEY,D,"Fisher, Jimmie",1925,55.5,"Huckabee, Mike",1545,44.5,"Other/Unknown, ",,
AR,CALHOUN,R,"Fisher, Jimmie",922,48.1,"Huckabee, Mike",994,51.9,"Other/Unknown, ",,
AR,CARROLL,R,"Fisher, Jimmie",3564,42.9,"Huckabee, Mike",4737,57.1,"Other/Unknown, ",,
AR,CHICOT,D,"Fisher, Jimmie",2301,59.7,"Huckabee, Mike",1555,40.3,"Other/Unknown, ",,
AR,CLARK,D,"Fisher, Jimmie",4167,54.8,"Huckabee, Mike",3431,45.2,"Other/Unknown, ",1,0
AR,CLAY,D,"Fisher, Jimmie",2943,55.6,"Huckabee, Mike",2354,44.4,"Other/Unknown, ",,
AR,CLEBURNE,R,"Fisher, Jimmie",3772,40.2,"Huckabee, Mike",5614,59.8,"Other/Unknown, ",1,0
AR,CLEVELAND,R,"Fisher, Jimmie",1357,47.9,"Huckabee, Mike",1475,52.1,"Other/Unknown, ",,
AR,COLUMBIA,R,"Fisher, Jimmie",3091,44.4,"Huckabee, Mike",3876,55.6,"Other/Unknown, ",2,0
AR,CONWAY,D,"Fisher, Jimmie",3652,52.5,"Huckabee, Mike",3305,47.5,"Other/Unknown, ",1,0
AR,CRAIGHEAD,D,"Fisher, Jimmie",11013,51.2,"Huckabee, Mike",10499,48.8,"Other/Unknown, ",,
AR,CRAWFORD,R,"Fisher, Jimmie",5732,37.7,"Huckabee, Mike",9457,62.2,"Other/Unknown, ",15,0.1
AR,CRITTENDEN,D,"Fisher, Jimmie",6136,52.6,"Huckabee, Mike",5523,47.4,"Other/Unknown, ",,
AR,CROSS,R,"Fisher, Jimmie",2455,46.2,"Huckabee, Mike",2861,53.8,"Other/Unknown, ",,
AR,DALLAS,D,"Fisher, Jimmie",1532,50.7,"Huckabee, Mike",1486,49.2,"Other/Unknown, ",1,0
AR,DESHA,D,"Fisher, Jimmie",2185,55.5,"Huckabee, Mike",1754,44.5,"Other/Unknown, ",,
AR,DREW,R,"Fisher, Jimmie",2587,49.1,"Huckabee, Mike",2683,50.9,"Other/Unknown, ",,
AR,FAULKNER,R,"Fisher, Jimmie",11442,45.5,"Huckabee, Mike",13729,54.5,"Other/Unknown, ",,
AR,FRANKLIN,R,"Fisher, Jimmie",2619,45.9,"Huckabee, Mike",3082,54.1,"Other/Unknown, ",,
AR,FULTON,D,"Fisher, Jimmie",1942,53.2,"Huckabee, Mike",1707,46.8,"Other/Unknown, ",1,0
