"Gubernatorial General Election Returns by County, National Summary (2015)"
"Generated from CQ Press U.S. Political Stats Database, October 11, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (2015)","Dem. Votes","Dem. %","Rep. Candidate (2015)","Rep. Votes","Rep. %","Highest Other (2015)","Other Votes","Other %"
KY,ADAIR,R,"Conway, Jack",1268,30.8,"Bevin, Matt",2727,66.3,"Curtis, Drew",116,2.8
KY,ALLEN,R,"Conway, Jack",977,28.8,"Bevin, Matt",2344,69,"Curtis, Drew",76,2.2
KY,ANDERSON,R,"Conway, Jack",2635,39.2,"Bevin, Matt",3724,55.3,"Curtis, Drew",370,5.5
KY,BALLARD,R,"Conway, Jack",990,41.6,"Bevin, Matt",1312,55.2,"Curtis, Drew",75,3.2
KY,BARREN,R,"Conway, Jack",3568,38.7,"Bevin, Matt",5289,57.4,"Curtis, Drew",358,3.9
KY,BATH,D,"Conway, Jack",1117,49.9,"Bevin, Matt",1045,46.7,"Curtis, Drew",78,3.5
KY,BELL,R,"Conway, Jack",1556,37.6,"Bevin, Matt",2425,58.6,"Curtis, Drew",157,3.8
KY,BOONE,R,"Conway, Jack",7418,30.8,"Bevin, Matt",15842,65.8,"Curtis, Drew",822,3.4
KY,BOURBON,D,"Conway, Jack",2510,51.7,"Bevin, Matt",2202,45.3,"Curtis, Drew",145,3
KY,BOYD,R,"Conway, Jack",4154,45.2,"Bevin, Matt",4747,51.7,"Curtis, Drew",281,3.1
KY,BOYLE,R,"Conway, Jack",2948,40.7,"Bevin, Matt",3968,54.7,"Curtis, Drew",336,4.6
KY,BRACKEN,R,"Conway, Jack",680,42.8,"Bevin, Matt",854,53.8,"Curtis, Drew",54,3.4
KY,BREATHITT,R,"Conway, Jack",1208,45.8,"Bevin, Matt",1313,49.8,"Curtis, Drew",115,4.4
KY,BRECKINRIDGE,R,"Conway, Jack",1858,39.8,"Bevin, Matt",2648,56.8,"Curtis, Drew",158,3.4
KY,BULLITT,R,"Conway, Jack",6492,38.1,"Bevin, Matt",9856,57.8,"Curtis, Drew",686,4
KY,BUTLER,R,"Conway, Jack",807,30.4,"Bevin, Matt",1786,67.2,"Curtis, Drew",63,2.4
KY,CALDWELL,R,"Conway, Jack",1180,37.9,"Bevin, Matt",1838,59,"Curtis, Drew",99,3.2
KY,CALLOWAY,R,"Conway, Jack",3558,41.6,"Bevin, Matt",4742,55.4,"Curtis, Drew",254,3
KY,CAMPBELL,R,"Conway, Jack",8258,41.9,"Bevin, Matt",10671,54.1,"Curtis, Drew",779,4
KY,CARLISLE,R,"Conway, Jack",561,37.9,"Bevin, Matt",899,60.7,"Curtis, Drew",22,1.5
KY,CARROLL,D,"Conway, Jack",923,49.6,"Bevin, Matt",867,46.6,"Curtis, Drew",70,3.8
KY,CARTER,R,"Conway, Jack",1954,43.6,"Bevin, Matt",2405,53.6,"Curtis, Drew",126,2.8
KY,CASEY,R,"Conway, Jack",649,18.1,"Bevin, Matt",2836,79.3,"Curtis, Drew",91,2.5
KY,CHRISTIAN,R,"Conway, Jack",3446,40.6,"Bevin, Matt",4830,56.9,"Curtis, Drew",211,2.5
KY,CLARK,R,"Conway, Jack",3448,41.3,"Bevin, Matt",4551,54.5,"Curtis, Drew",344,4.1
KY,CLAY,R,"Conway, Jack",866,26.6,"Bevin, Matt",2311,71.1,"Curtis, Drew",73,2.2
KY,CLINTON,R,"Conway, Jack",444,22.1,"Bevin, Matt",1531,76.4,"Curtis, Drew",30,1.5
KY,CRITTENDEN,R,"Conway, Jack",705,31.9,"Bevin, Matt",1450,65.5,"Curtis, Drew",58,2.6
KY,CUMBERLAND,R,"Conway, Jack",342,26.2,"Bevin, Matt",927,70.9,"Curtis, Drew",38,2.9
KY,DAVIESS,R,"Conway, Jack",10366,42.4,"Bevin, Matt",13483,55.1,"Curtis, Drew",611,2.5
KY,EDMONSON,R,"Conway, Jack",805,33.8,"Bevin, Matt",1503,63,"Curtis, Drew",77,3.2
KY,ELLIOTT,D,"Conway, Jack",706,57.4,"Bevin, Matt",495,40.2,"Curtis, Drew",30,2.4
KY,ESTILL,R,"Conway, Jack",890,31.7,"Bevin, Matt",1770,63,"Curtis, Drew",146,5.2
KY,FAYETTE,D,"Conway, Jack",38220,54.6,"Bevin, Matt",27788,39.7,"Curtis, Drew",3945,5.6
KY,FLEMING,R,"Conway, Jack",1284,38.8,"Bevin, Matt",1907,57.6,"Curtis, Drew",117,3.5
KY,FLOYD,D,"Conway, Jack",4392,54.5,"Bevin, Matt",3390,42,"Curtis, Drew",282,3.5
KY,FRANKLIN,D,"Conway, Jack",9839,58.3,"Bevin, Matt",5942,35.2,"Curtis, Drew",1098,6.5
KY,FULTON,R,"Conway, Jack",504,45.7,"Bevin, Matt",568,51.4,"Curtis, Drew",32,2.9
KY,GALLATIN,R,"Conway, Jack",525,39.9,"Bevin, Matt",739,56.2,"Curtis, Drew",52,4
KY,GARRARD,R,"Conway, Jack",1158,29.9,"Bevin, Matt",2542,65.7,"Curtis, Drew",171,4.4
KY,GRANT,R,"Conway, Jack",1326,34.1,"Bevin, Matt",2433,62.5,"Curtis, Drew",133,3.4
KY,GRAVES,R,"Conway, Jack",3189,36.1,"Bevin, Matt",5370,60.8,"Curtis, Drew",268,3
KY,GRAYSON,R,"Conway, Jack",1732,33.5,"Bevin, Matt",3246,62.9,"Curtis, Drew",186,3.6
KY,GREEN,R,"Conway, Jack",806,27.8,"Bevin, Matt",2018,69.7,"Curtis, Drew",73,2.5
KY,GREENUP,R,"Conway, Jack",3109,40.1,"Bevin, Matt",4432,57.1,"Curtis, Drew",218,2.8
KY,HANCOCK,R,"Conway, Jack",1064,47.7,"Bevin, Matt",1114,49.9,"Curtis, Drew",53,2.4
KY,HARDIN,R,"Conway, Jack",8029,39.3,"Bevin, Matt",11586,56.7,"Curtis, Drew",815,4
KY,HARLAN,R,"Conway, Jack",1671,33.6,"Bevin, Matt",3099,62.3,"Curtis, Drew",201,4
KY,HARRISON,R,"Conway, Jack",1778,43.5,"Bevin, Matt",2093,51.1,"Curtis, Drew",221,5.4
KY,HART,R,"Conway, Jack",1379,38.8,"Bevin, Matt",2043,57.5,"Curtis, Drew",132,3.7
KY,HENDERSON,D,"Conway, Jack",5117,49.9,"Bevin, Matt",4837,47.2,"Curtis, Drew",297,2.9
KY,HENRY,R,"Conway, Jack",1720,42.7,"Bevin, Matt",2126,52.8,"Curtis, Drew",184,4.6
KY,HICKMAN,R,"Conway, Jack",458,36.5,"Bevin, Matt",771,61.4,"Curtis, Drew",26,2.1
KY,HOPKINS,R,"Conway, Jack",3524,36.7,"Bevin, Matt",5802,60.5,"Curtis, Drew",268,2.8
KY,JACKSON,R,"Conway, Jack",393,14.2,"Bevin, Matt",2310,83.3,"Curtis, Drew",68,2.5
KY,JEFFERSON,D,"Conway, Jack",112232,58.2,"Bevin, Matt",74427,38.6,"Curtis, Drew",6302,3.3
KY,JESSAMINE,R,"Conway, Jack",4134,33.8,"Bevin, Matt",7581,61.9,"Curtis, Drew",526,4.3
KY,JOHNSON,R,"Conway, Jack",1432,30.8,"Bevin, Matt",3040,65.4,"Curtis, Drew",177,3.8
KY,KENTON,R,"Conway, Jack",12301,39.1,"Bevin, Matt",18007,57.2,"Curtis, Drew",1145,3.6
KY,KNOTT,R,"Conway, Jack",1141,39.5,"Bevin, Matt",1612,55.9,"Curtis, Drew",132,4.6
KY,KNOX,R,"Conway, Jack",1634,29.7,"Bevin, Matt",3706,67.3,"Curtis, Drew",163,3
KY,LARUE,R,"Conway, Jack",1214,36.1,"Bevin, Matt",2009,59.7,"Curtis, Drew",137,4.1
KY,LAUREL,R,"Conway, Jack",2663,22.6,"Bevin, Matt",8781,74.5,"Curtis, Drew",345,2.9
KY,LAWRENCE,R,"Conway, Jack",973,36.6,"Bevin, Matt",1616,60.8,"Curtis, Drew",66,2.5
KY,LEE,R,"Conway, Jack",422,27.5,"Bevin, Matt",1042,67.8,"Curtis, Drew",72,4.7
KY,LESLIE,R,"Conway, Jack",431,20.2,"Bevin, Matt",1654,77.4,"Curtis, Drew",51,2.4
KY,LETCHER,R,"Conway, Jack",1775,41.1,"Bevin, Matt",2360,54.7,"Curtis, Drew",183,4.2
KY,LEWIS,R,"Conway, Jack",584,23.4,"Bevin, Matt",1833,73.6,"Curtis, Drew",75,3
KY,LINCOLN,R,"Conway, Jack",1626,31.8,"Bevin, Matt",3289,64.4,"Curtis, Drew",195,3.8
KY,LIVINGSTON,R,"Conway, Jack",927,39.8,"Bevin, Matt",1340,57.5,"Curtis, Drew",64,2.7
KY,LOGAN,R,"Conway, Jack",1565,39,"Bevin, Matt",2345,58.5,"Curtis, Drew",99,2.5
KY,LYON,R,"Conway, Jack",1043,45.2,"Bevin, Matt",1208,52.3,"Curtis, Drew",58,2.5
