"Gubernatorial General Election Returns by County, National Summary (1993)"
"Generated from CQ Press U.S. Political Stats Database, October 20, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (1993)","Dem. Votes","Dem. %","Rep. Candidate (1993)","Rep. Votes","Rep. %","Highest Other (1993)","Other Votes","Other %"
NJ,ATLANTIC,D,"Florio, James",38186,58.4,"Whitman, Christine",25833,39.5,"Other/Unknown, ",1328,2
NJ,BERGEN,R,"Florio, James",147387,47.4,"Whitman, Christine",157710,50.8,"Other/Unknown, ",5594,1.8
NJ,BURLINGTON,R,"Florio, James",59095,48.1,"Whitman, Christine",59760,48.7,"Other/Unknown, ",3951,3.2
NJ,CAMDEN,D,"Florio, James",93686,62.3,"Whitman, Christine",52297,34.8,"Other/Unknown, ",4342,2.9
NJ,"CAPE MAY",D,"Florio, James",19904,53.3,"Whitman, Christine",16518,44.2,"Other/Unknown, ",922,2.5
NJ,CUMBERLAND,D,"Florio, James",18231,50.2,"Whitman, Christine",17066,47,"Other/Unknown, ",1028,2.8
NJ,ESSEX,D,"Florio, James",116891,58.7,"Whitman, Christine",78824,39.6,"Other/Unknown, ",3436,1.7
NJ,GLOUCESTER,D,"Florio, James",41931,55.3,"Whitman, Christine",31252,41.2,"Other/Unknown, ",2709,3.6
NJ,HUDSON,D,"Florio, James",80013,58.7,"Whitman, Christine",54144,39.7,"Other/Unknown, ",2217,1.6
NJ,HUNTERDON,R,"Florio, James",12909,30.6,"Whitman, Christine",28304,67,"Other/Unknown, ",1024,2.4
NJ,MERCER,R,"Florio, James",50840,45.9,"Whitman, Christine",57599,52,"Other/Unknown, ",2407,2.2
NJ,MIDDLESEX,D,"Florio, James",105679,49,"Whitman, Christine",104381,48.4,"Other/Unknown, ",5738,2.7
NJ,MONMOUTH,R,"Florio, James",87006,42.8,"Whitman, Christine",111303,54.8,"Other/Unknown, ",4859,2.4
NJ,MORRIS,R,"Florio, James",58028,36.4,"Whitman, Christine",98715,61.9,"Other/Unknown, ",2789,1.7
NJ,OCEAN,R,"Florio, James",78132,45.7,"Whitman, Christine",87943,51.4,"Other/Unknown, ",4879,2.9
