"Gubernatorial General Election Returns by County, National Summary (1991)"
"Generated from CQ Press U.S. Political Stats Database, October 20, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (1991)","Dem. Votes","Dem. %","Rep. Candidate (1991)","Rep. Votes","Rep. %","Highest Other (1991)","Other Votes","Other %"
AZ,APACHE,D,"Goddard, Terry",8294,73.6,"Symington, Fife",2982,26.4,,,
AZ,COCHISE,D,"Goddard, Terry",10651,51.9,"Symington, Fife",9862,48.1,,,
AZ,COCONINO,D,"Goddard, Terry",13107,58.1,"Symington, Fife",9444,41.9,,,
AZ,GILA,D,"Goddard, Terry",6632,53.9,"Symington, Fife",5670,46.1,,,
AZ,GRAHAM,R,"Goddard, Terry",2752,43.9,"Symington, Fife",3512,56.1,,,
AZ,GREENLEE,D,"Goddard, Terry",1432,58.8,"Symington, Fife",1003,41.2,,,
AZ,"LA PAZ",R,"Goddard, Terry",1202,43.6,"Symington, Fife",1558,56.4,,,
AZ,MARICOPA,R,"Goddard, Terry",248691,44.1,"Symington, Fife",315811,55.9,,,
AZ,MOHAVE,R,"Goddard, Terry",10722,45,"Symington, Fife",13106,55,,,
AZ,NAVAJO,D,"Goddard, Terry",8721,55.2,"Symington, Fife",7081,44.8,,,
AZ,PIMA,D,"Goddard, Terry",97773,54.2,"Symington, Fife",82594,45.8,,,
AZ,PINAL,D,"Goddard, Terry",13435,56,"Symington, Fife",10562,44,,,
AZ,"SANTA CRUZ",D,"Goddard, Terry",2146,55.2,"Symington, Fife",1741,44.8,,,
AZ,YAVAPAI,R,"Goddard, Terry",15148,41.3,"Symington, Fife",21515,58.7,,,
AZ,YUMA,D,"Goddard, Terry",7462,54.9,"Symington, Fife",6128,45.1,,,
KY,ADAIR,R,"Jones, Brereton",1827,46.6,"Harper, John",2094,53.4,,,
KY,ALLEN,D,"Jones, Brereton",1317,51.5,"Harper, John",1242,48.5,,,
KY,ANDERSON,D,"Jones, Brereton",2972,64.1,"Harper, John",1664,35.9,,,
KY,BALLARD,D,"Jones, Brereton",1658,75.5,"Harper, John",539,24.5,,,
KY,BARREN,D,"Jones, Brereton",4127,63.6,"Harper, John",2363,36.4,,,
KY,BATH,D,"Jones, Brereton",2843,73.8,"Harper, John",1010,26.2,,,
KY,BELL,D,"Jones, Brereton",3448,62.7,"Harper, John",2048,37.3,,,
KY,BOONE,D,"Jones, Brereton",5759,58.5,"Harper, John",4081,41.5,,,
KY,BOURBON,D,"Jones, Brereton",2608,59,"Harper, John",1811,41,,,
KY,BOYD,D,"Jones, Brereton",8442,67.6,"Harper, John",4043,32.4,,,
KY,BOYLE,D,"Jones, Brereton",3489,58.2,"Harper, John",2505,41.8,,,
KY,BRACKEN,D,"Jones, Brereton",1055,55.8,"Harper, John",836,44.2,,,
KY,BREATHITT,D,"Jones, Brereton",2594,82.8,"Harper, John",540,17.2,,,
KY,BRECKINRIDGE,D,"Jones, Brereton",2754,63.1,"Harper, John",1611,36.9,,,
KY,BULLITT,D,"Jones, Brereton",6428,68.6,"Harper, John",2938,31.4,,,
KY,BUTLER,R,"Jones, Brereton",1164,48.4,"Harper, John",1240,51.6,,,
KY,CALDWELL,D,"Jones, Brereton",2810,72,"Harper, John",1092,28,,,
KY,CALLOWAY,D,"Jones, Brereton",3735,67.6,"Harper, John",1790,32.4,,,
KY,CAMPBELL,D,"Jones, Brereton",10236,60.8,"Harper, John",6596,39.2,,,
KY,CARLISLE,D,"Jones, Brereton",1087,68.7,"Harper, John",496,31.3,,,
KY,CARROLL,D,"Jones, Brereton",1561,77.2,"Harper, John",461,22.8,,,
KY,CARTER,D,"Jones, Brereton",2681,65.4,"Harper, John",1417,34.6,,,
KY,CASEY,R,"Jones, Brereton",1382,40.5,"Harper, John",2032,59.5,,,
KY,CHRISTIAN,D,"Jones, Brereton",4800,64.9,"Harper, John",2596,35.1,,,
KY,CLARK,D,"Jones, Brereton",4393,61.4,"Harper, John",2766,38.6,,,
KY,CLAY,D,"Jones, Brereton",2231,55.6,"Harper, John",1779,44.4,,,
