"Gubernatorial General Election Returns by County, National Summary (1998)"
"Generated from CQ Press U.S. Political Stats Database, October 20, 2017"
,
,
State,County,"Winning Party","Dem. Candidate (1998)","Dem. Votes","Dem. %","Rep. Candidate (1998)","Rep. Votes","Rep. %","Highest Other (1998)","Other Votes","Other %"
AK,"Election District 1",I,"Knowles, Tony",1770,36.5,"Lindauer, John",488,10.1,"Other/Unknown, ",2593,53.5
AK,"Election District 10",D,"Knowles, Tony",3870,54.6,"Lindauer, John",906,12.8,"Other/Unknown, ",2306,32.6
AK,"Election District 11",D,"Knowles, Tony",3026,55.1,"Lindauer, John",817,14.9,"Other/Unknown, ",1649,30
AK,"Election District 12",D,"Knowles, Tony",3231,53.8,"Lindauer, John",869,14.5,"Other/Unknown, ",1904,31.7
AK,"Election District 13",D,"Knowles, Tony",4062,62,"Lindauer, John",731,11.2,"Other/Unknown, ",1756,26.8
AK,"Election District 14",D,"Knowles, Tony",1685,46.7,"Lindauer, John",920,25.5,"Other/Unknown, ",1006,27.9
AK,"Election District 15",D,"Knowles, Tony",2672,58,"Lindauer, John",682,14.8,"Other/Unknown, ",1250,27.2
AK,"Election District 16",D,"Knowles, Tony",1846,53.8,"Lindauer, John",734,21.4,"Other/Unknown, ",854,24.9
AK,"Election District 17",D,"Knowles, Tony",2934,52.6,"Lindauer, John",959,17.2,"Other/Unknown, ",1680,30.1
AK,"Election District 18",D,"Knowles, Tony",4580,58.2,"Lindauer, John",824,10.5,"Other/Unknown, ",2464,31.3
AK,"Election District 19",D,"Knowles, Tony",3096,52.7,"Lindauer, John",979,16.7,"Other/Unknown, ",1796,30.6
AK,"Election District 2",D,"Knowles, Tony",3012,51.9,"Lindauer, John",798,13.8,"Other/Unknown, ",1992,34.3
AK,"Election District 20",D,"Knowles, Tony",3195,57.8,"Lindauer, John",767,13.9,"Other/Unknown, ",1568,28.4
AK,"Election District 21",D,"Knowles, Tony",2994,56.9,"Lindauer, John",871,16.6,"Other/Unknown, ",1395,26.5
AK,"Election District 22",D,"Knowles, Tony",3851,56,"Lindauer, John",1067,15.5,"Other/Unknown, ",1957,28.5
AK,"Election District 23",D,"Knowles, Tony",1322,45.7,"Lindauer, John",726,25.1,"Other/Unknown, ",844,29.2
AK,"Election District 24",D,"Knowles, Tony",2859,49.3,"Lindauer, John",973,16.8,"Other/Unknown, ",1965,33.9
AK,"Election District 25",D,"Knowles, Tony",2809,45.5,"Lindauer, John",1104,17.9,"Other/Unknown, ",2258,36.6
AK,"Election District 26",D,"Knowles, Tony",2752,41.2,"Lindauer, John",1258,18.8,"Other/Unknown, ",2670,40
AK,"Election District 27",I,"Knowles, Tony",3210,40.2,"Lindauer, John",1555,19.5,"Other/Unknown, ",3218,40.3
AK,"Election District 28",I,"Knowles, Tony",2879,36.6,"Lindauer, John",1885,24,"Other/Unknown, ",3098,39.4
AK,"Election District 29",D,"Knowles, Tony",4054,56.9,"Lindauer, John",936,13.1,"Other/Unknown, ",2135,30
AK,"Election District 3",D,"Knowles, Tony",5203,71.3,"Lindauer, John",558,7.6,"Other/Unknown, ",1538,21.1
AK,"Election District 30",D,"Knowles, Tony",2467,48.2,"Lindauer, John",1059,20.7,"Other/Unknown, ",1588,31.1
AK,"Election District 31",D,"Knowles, Tony",2372,48.7,"Lindauer, John",1055,21.7,"Other/Unknown, ",1444,29.6
AK,"Election District 32",D,"Knowles, Tony",1491,39.3,"Lindauer, John",1208,31.8,"Other/Unknown, ",1096,28.9
AK,"Election District 33",D,"Knowles, Tony",2569,39.3,"Lindauer, John",1594,24.4,"Other/Unknown, ",2382,36.4
AK,"Election District 34",D,"Knowles, Tony",1673,35.4,"Lindauer, John",1564,33.1,"Other/Unknown, ",1485,31.4
AK,"Election District 35",D,"Knowles, Tony",2289,45.6,"Lindauer, John",988,19.7,"Other/Unknown, ",1742,34.7
AK,"Election District 36",D,"Knowles, Tony",2464,51.4,"Lindauer, John",1109,23.1,"Other/Unknown, ",1222,25.5
AK,"Election District 37",D,"Knowles, Tony",2635,65.8,"Lindauer, John",746,18.6,"Other/Unknown, ",623,15.6
AK,"Election District 38",D,"Knowles, Tony",2700,61.7,"Lindauer, John",841,19.2,"Other/Unknown, ",832,19
AK,"Election District 39",D,"Knowles, Tony",3145,66.5,"Lindauer, John",708,15,"Other/Unknown, ",879,18.6
AK,"Election District 4",D,"Knowles, Tony",4403,65.2,"Lindauer, John",739,10.9,"Other/Unknown, ",1612,23.9
AK,"Election District 40",D,"Knowles, Tony",1409,54.4,"Lindauer, John",621,24,"Other/Unknown, ",559,21.6
AK,"Election District 5",D,"Knowles, Tony",2611,53.7,"Lindauer, John",840,17.3,"Other/Unknown, ",1409,29
AK,"Election District 6",D,"Knowles, Tony",1911,48,"Lindauer, John",986,24.8,"Other/Unknown, ",1083,27.2
AK,"Election District 7",D,"Knowles, Tony",3201,47.6,"Lindauer, John",1138,16.9,"Other/Unknown, ",2392,35.5
AK,"Election District 8",D,"Knowles, Tony",2552,43.6,"Lindauer, John",1361,23.3,"Other/Unknown, ",1936,33.1
AK,"Election District 9",D,"Knowles, Tony",2075,39.7,"Lindauer, John",1367,26.1,"Other/Unknown, ",1787,34.2
AL,AUTAUGA,R,"Siegelman, Don",5972,45.1,"James, Forrest",7233,54.6,"Other/Unknown, ",40,0.3
AL,BALDWIN,R,"Siegelman, Don",17389,45.1,"James, Forrest",21004,54.5,"Other/Unknown, ",149,0.4
AL,BARBOUR,D,"Siegelman, Don",5876,64.4,"James, Forrest",3232,35.4,"Other/Unknown, ",11,0.1
AL,BIBB,D,"Siegelman, Don",3128,55.4,"James, Forrest",2508,44.5,"Other/Unknown, ",6,0.1
AL,BLOUNT,R,"Siegelman, Don",6311,46.6,"James, Forrest",7229,53.4,"Other/Unknown, ",,
AL,BULLOCK,D,"Siegelman, Don",3333,76.8,"James, Forrest",1009,23.2,"Other/Unknown, ",,
AL,BUTLER,D,"Siegelman, Don",3671,52.7,"James, Forrest",3295,47.3,"Other/Unknown, ",2,0
AL,CALHOUN,D,"Siegelman, Don",19939,62.7,"James, Forrest",11820,37.1,"Other/Unknown, ",65,0.2
AL,CHAMBERS,D,"Siegelman, Don",5629,58.3,"James, Forrest",4024,41.7,"Other/Unknown, ",6,0.1
AL,CHEROKEE,D,"Siegelman, Don",4038,67.8,"James, Forrest",1915,32.2,"Other/Unknown, ",,
AL,CHILTON,R,"Siegelman, Don",5975,46.8,"James, Forrest",6767,53,"Other/Unknown, ",19,0.1
AL,CHOCTAW,D,"Siegelman, Don",3364,61.5,"James, Forrest",2106,38.5,"Other/Unknown, ",3,0.1
AL,CLARKE,D,"Siegelman, Don",4767,55.6,"James, Forrest",3789,44.2,"Other/Unknown, ",14,0.2
AL,CLAY,D,"Siegelman, Don",2658,55.6,"James, Forrest",2122,44.4,"Other/Unknown, ",,
AL,CLEBURNE,D,"Siegelman, Don",2505,59.1,"James, Forrest",1730,40.8,"Other/Unknown, ",2,0
AL,COFFEE,D,"Siegelman, Don",6609,51,"James, Forrest",6333,48.9,"Other/Unknown, ",19,0.1
AL,COLBERT,D,"Siegelman, Don",10581,59.9,"James, Forrest",7063,40,"Other/Unknown, ",28,0.2
AL,CONECUH,D,"Siegelman, Don",3214,60.1,"James, Forrest",2133,39.9,"Other/Unknown, ",2,0
AL,COOSA,D,"Siegelman, Don",2502,62.9,"James, Forrest",1469,37,"Other/Unknown, ",4,0.1
AL,COVINGTON,R,"Siegelman, Don",5266,46.2,"James, Forrest",6125,53.8,"Other/Unknown, ",,
AL,CRENSHAW,D,"Siegelman, Don",2518,53.8,"James, Forrest",2155,46.1,"Other/Unknown, ",3,0.1
AL,CULLMAN,D,"Siegelman, Don",12684,52.3,"James, Forrest",11498,47.4,"Other/Unknown, ",64,0.3
AL,DALE,D,"Siegelman, Don",6272,53.7,"James, Forrest",5397,46.2,"Other/Unknown, ",17,0.1
AL,DALLAS,D,"Siegelman, Don",10553,67.9,"James, Forrest",4965,32,"Other/Unknown, ",18,0.1
AL,DEKALB,D,"Siegelman, Don",9198,53,"James, Forrest",8156,47,"Other/Unknown, ",4,0
AL,ELMORE,R,"Siegelman, Don",8485,44.4,"James, Forrest",10583,55.3,"Other/Unknown, ",58,0.3
AL,ESCAMBIA,D,"Siegelman, Don",4862,55.3,"James, Forrest",3910,44.5,"Other/Unknown, ",17,0.2
AL,ETOWAH,D,"Siegelman, Don",19947,60.3,"James, Forrest",13100,39.6,"Other/Unknown, ",51,0.2
AL,FAYETTE,D,"Siegelman, Don",4192,56.5,"James, Forrest",3206,43.2,"Other/Unknown, ",18,0.2
AL,FRANKLIN,D,"Siegelman, Don",5111,57.8,"James, Forrest",3720,42.1,"Other/Unknown, ",9,0.1
AL,GENEVA,R,"Siegelman, Don",3733,49,"James, Forrest",3874,50.9,"Other/Unknown, ",8,0.1
AL,GREENE,D,"Siegelman, Don",3452,81.6,"James, Forrest",777,18.4,"Other/Unknown, ",,
AL,HALE,D,"Siegelman, Don",3992,70.1,"James, Forrest",1689,29.7,"Other/Unknown, ",10,0.2
AL,HENRY,D,"Siegelman, Don",3360,60.1,"James, Forrest",2226,39.8,"Other/Unknown, ",7,0.1
AL,HOUSTON,R,"Siegelman, Don",11305,46.6,"James, Forrest",12931,53.3,"Other/Unknown, ",46,0.2
AL,JACKSON,D,"Siegelman, Don",8044,64.5,"James, Forrest",4433,35.5,"Other/Unknown, ",,
AL,JEFFERSON,D,"Siegelman, Don",130077,59.3,"James, Forrest",88398,40.3,"Other/Unknown, ",850,0.4
AL,LAMAR,D,"Siegelman, Don",2497,56.1,"James, Forrest",1949,43.8,"Other/Unknown, ",6,0.1
AL,LAUDERDALE,D,"Siegelman, Don",14460,57.4,"James, Forrest",10680,42.4,"Other/Unknown, ",63,0.2
AL,LAWRENCE,D,"Siegelman, Don",6774,65.2,"James, Forrest",3605,34.7,"Other/Unknown, ",16,0.2
AL,LEE,D,"Siegelman, Don",16767,59.2,"James, Forrest",11415,40.3,"Other/Unknown, ",124,0.4
